interaction_id	host_taxid	host_organism	host_uniprot	host_gene	virus_taxid	virus_organism	virus_uniprot	virus_gene	interaction_type	detection_method	publication	publication_id	source_database	confidence
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8WUY1	THEM6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P43307	SSR1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q04837	SSBP1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P19623	SRM	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O95347	SMC2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O95391	SLU7	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z7L1	SLFN11	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q15758	SLC1A5	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8NEE6	FBXL13	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NXK8	FBXL12	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P42658	DPP6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68D11	DKFZp686K23100	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8N608	DPP10	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68D94	DKFZp686J22257	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6PKX4	DOK6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q92608	DOCK2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q5CZ67	DKFZp686J1430	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6FGH9	DNCL1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	A0A024R161	DNAJC25-GNG10	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6MZE3	DKFZp686J13123	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9H1X3	DNAJC25	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9P225	DNAH2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z3E9	DKFZp686J1286	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q86Y56	DNAAF5	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O14490	DLGAP1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68D02	DKFZp686J099	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q15700	DLG2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P09622	DLD	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6AI22	DKFZp686H16106	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68DS0	DKFZp781N011	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68DI0	DKFZp781K0743	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68DI6	DKFZp781H1925	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z675	DKFZp779O2152	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68E00	DKFZp686G2045	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z685	DKFZp779M0311	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68DQ4	DKFZp779L0468	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z6E5	DKFZp779G2251	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8TCR7	DKFZp761K0922	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q5DTE4	DKFZp686G2037	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NTA6	DKFZp761I2124	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q5HYM2	DKFZp686O2462	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6MZY5	DKFZp686N08224	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q63HL4	DKFZp686G04235	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z3M0	DKFZp686M1993	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z370	DKFZp686L02273	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6MZE4	DKFZp686F19123	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P55735	SEC13	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9UBE0	SAE1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6N082	DKFZp686F10110	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9Y3I0	RTCB	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P08134	RHOC	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P40938	RFC3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68D64	DKFZp686E23276	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P52756	RBM5	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P46060	RANGAP1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NRW1	RAB6B	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6MZT4	DKFZp686E2242	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P20340	RAB6A	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P20339	RAB5A	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q5CZA0	DKFZp686D1070	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O95716	RAB3D	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P20336	RAB3A	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P59190	RAB15	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6N0B1	DKFZp686D0880	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P51153	RAB13	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P61026	RAB10	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q63HK6	DKFZp686D0339	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q03393	PTS	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6FHI2	PTE1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68D27	DKFZp686B20267	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P51665	PSMD7	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q15008	PSMD6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P62333	PSMC6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P62195	PSMC5	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q5JPC1	DKFZp667O1614	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P17980	PSMC3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P49720	PSMB3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P20618	PSMB1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q14409	GK3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O00743	PPP6C	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q15165	PON2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
